population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,All Population,5,Prevalence,1,Global,1,Male,11,30-34 years,548,Tension-type headache,1,Number,2023,101394749.06279176,144260310.41356862,68978891.59452431
1,All Population,5,Prevalence,1,Global,2,Female,11,30-34 years,548,Tension-type headache,1,Number,2023,100799279.89374246,142737074.65539694,68884268.46463731
1,All Population,5,Prevalence,1,Global,1,Male,12,35-39 years,548,Tension-type headache,1,Number,2023,99948487.09851933,140038919.49610466,70476446.33298436
1,All Population,5,Prevalence,1,Global,2,Female,12,35-39 years,548,Tension-type headache,1,Number,2023,99401148.78041574,139796854.74332467,70453040.62339273
1,All Population,5,Prevalence,1,Global,1,Male,13,40-44 years,548,Tension-type headache,1,Number,2023,84821541.67754932,116128652.56538704,59752347.48791
1,All Population,5,Prevalence,1,Global,2,Female,13,40-44 years,548,Tension-type headache,1,Number,2023,84467582.09215097,117008790.7989161,59396143.49539818
1,All Population,5,Prevalence,1,Global,1,Male,14,45-49 years,548,Tension-type headache,1,Number,2023,74270141.71796384,104768331.90682024,50626021.31518604
1,All Population,5,Prevalence,1,Global,2,Female,14,45-49 years,548,Tension-type headache,1,Number,2023,75365751.38137613,105894091.51611307,50576805.97462253
1,All Population,5,Prevalence,1,Global,1,Male,15,50-54 years,548,Tension-type headache,1,Number,2023,65397885.38155553,91040278.26420169,44961155.09976019
1,All Population,5,Prevalence,1,Global,2,Female,15,50-54 years,548,Tension-type headache,1,Number,2023,68810766.04590838,94424412.92794818,47081418.93989672
1,All Population,5,Prevalence,1,Global,1,Male,16,55-59 years,548,Tension-type headache,1,Number,2023,55243969.15070118,80104079.81968938,38084112.522517055
1,All Population,5,Prevalence,1,Global,2,Female,16,55-59 years,548,Tension-type headache,1,Number,2023,60154337.484179,86347222.28323989,41267256.718130544
1,All Population,5,Prevalence,1,Global,1,Male,17,60-64 years,548,Tension-type headache,1,Number,2023,44562083.55111348,61582440.928718045,30866015.13384179
1,All Population,5,Prevalence,1,Global,2,Female,17,60-64 years,548,Tension-type headache,1,Number,2023,50148447.890004575,69136108.43326178,34996072.48231454
1,All Population,5,Prevalence,1,Global,1,Male,18,65-69 years,548,Tension-type headache,1,Number,2023,38579069.36508985,53035601.16238461,27018517.363793653
1,All Population,5,Prevalence,1,Global,2,Female,18,65-69 years,548,Tension-type headache,1,Number,2023,46294519.45651093,63098860.187799856,32884123.161928795
1,All Population,5,Prevalence,1,Global,1,Male,19,70-74 years,548,Tension-type headache,1,Number,2023,28904268.35451064,41138127.70710679,19362700.543719187
1,All Population,5,Prevalence,1,Global,2,Female,19,70-74 years,548,Tension-type headache,1,Number,2023,37222176.75301275,51972854.79123339,25210562.907811437
1,All Population,5,Prevalence,1,Global,1,Male,20,75-79 years,548,Tension-type headache,1,Number,2023,18219062.80612251,25917336.204992056,13162215.561002964
1,All Population,5,Prevalence,1,Global,2,Female,20,75-79 years,548,Tension-type headache,1,Number,2023,24215492.44447241,34389724.73294229,17729626.55389427
1,All Population,5,Prevalence,1,Global,1,Male,30,80-84 years,548,Tension-type headache,1,Number,2023,9467394.2397994,13261158.117289592,6649455.521053718
1,All Population,5,Prevalence,1,Global,2,Female,30,80-84 years,548,Tension-type headache,1,Number,2023,13869602.623394368,19471828.34712854,9831568.108632408
1,All Population,5,Prevalence,1,Global,1,Male,31,85-89 years,548,Tension-type headache,1,Number,2023,4612347.940903881,6526836.764192719,2992150.7313232888
1,All Population,5,Prevalence,1,Global,2,Female,31,85-89 years,548,Tension-type headache,1,Number,2023,7895088.799328172,11145952.551002782,5050521.530227972
1,All Population,5,Prevalence,1,Global,1,Male,32,90-94 years,548,Tension-type headache,1,Number,2023,1673486.4000377485,2375895.0204381216,1132736.6685235386
1,All Population,5,Prevalence,1,Global,2,Female,32,90-94 years,548,Tension-type headache,1,Number,2023,3363200.2990009952,4712004.26576208,2285043.095884829
1,All Population,5,Prevalence,1,Global,1,Male,34,2-4 years,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,2,Female,34,2-4 years,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,1,Male,235,95+ years,548,Tension-type headache,1,Number,2023,566942.8970038085,776419.1501279408,393837.1627985023
1,All Population,5,Prevalence,1,Global,2,Female,235,95+ years,548,Tension-type headache,1,Number,2023,1418632.1805671374,1948723.0118907755,977728.6759972732
1,All Population,5,Prevalence,1,Global,1,Male,238,12-23 months,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,2,Female,238,12-23 months,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,1,Male,388,1-5 months,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,2,Female,388,1-5 months,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,1,Male,389,6-11 months,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,2,Female,389,6-11 months,548,Tension-type headache,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,1,Male,2,0-6 days,554,Motor neuron disease,1,Number,2023,0.1730535604838855,0.2328158287370904,0.1310229095394884
1,All Population,5,Prevalence,1,Global,2,Female,2,0-6 days,554,Motor neuron disease,1,Number,2023,0.1501603145954541,0.2008446229333794,0.1140332717873619
1,All Population,5,Prevalence,1,Global,1,Male,3,7-27 days,554,Motor neuron disease,1,Number,2023,2.3616709412377923,3.174734834351656,1.772484768943265
1,All Population,5,Prevalence,1,Global,2,Female,3,7-27 days,554,Motor neuron disease,1,Number,2023,2.063003021109856,2.749614355616837,1.5483843329705953
1,All Population,5,Prevalence,1,Global,1,Male,6,5-9 years,554,Motor neuron disease,1,Number,2023,6081.124672056334,7878.914072885786,4512.095277778579
1,All Population,5,Prevalence,1,Global,2,Female,6,5-9 years,554,Motor neuron disease,1,Number,2023,5110.871562708201,6659.257697080231,3747.105887004776
1,All Population,5,Prevalence,1,Global,1,Male,7,10-14 years,554,Motor neuron disease,1,Number,2023,7427.467699752407,9823.013134045552,5364.073904699238
1,All Population,5,Prevalence,1,Global,2,Female,7,10-14 years,554,Motor neuron disease,1,Number,2023,6245.707503892483,8376.190449791327,4448.341855869884
1,All Population,5,Prevalence,1,Global,1,Male,8,15-19 years,554,Motor neuron disease,1,Number,2023,8028.226826304509,10753.512354965726,5710.900169210705
1,All Population,5,Prevalence,1,Global,2,Female,8,15-19 years,554,Motor neuron disease,1,Number,2023,6765.487393022365,9189.07632200282,4808.369801749363
1,All Population,5,Prevalence,1,Global,1,Male,9,20-24 years,554,Motor neuron disease,1,Number,2023,8157.003520359423,11089.452061689954,5794.400666653164
1,All Population,5,Prevalence,1,Global,2,Female,9,20-24 years,554,Motor neuron disease,1,Number,2023,7033.534641321978,9628.566686534246,4916.110137347426
1,All Population,5,Prevalence,1,Global,1,Male,10,25-29 years,554,Motor neuron disease,1,Number,2023,8501.136392788136,11888.714107935968,5996.699024373422
1,All Population,5,Prevalence,1,Global,2,Female,10,25-29 years,554,Motor neuron disease,1,Number,2023,7567.654732385629,10553.881376943653,5407.848292870842
1,All Population,5,Prevalence,1,Global,1,Male,11,30-34 years,554,Motor neuron disease,1,Number,2023,8912.391873703453,12224.98325626816,6290.706998031279
1,All Population,5,Prevalence,1,Global,2,Female,11,30-34 years,554,Motor neuron disease,1,Number,2023,8264.414658250835,11290.970415540089,5910.907589122546
1,All Population,5,Prevalence,1,Global,1,Male,12,35-39 years,554,Motor neuron disease,1,Number,2023,8406.127468556837,12294.812058912108,5563.93185848271
1,All Population,5,Prevalence,1,Global,2,Female,12,35-39 years,554,Motor neuron disease,1,Number,2023,8119.719316617341,11624.055629728911,5576.17735054802
1,All Population,5,Prevalence,1,Global,1,Male,13,40-44 years,554,Motor neuron disease,1,Number,2023,7318.573106928772,10774.536392038675,4571.319417801924
1,All Population,5,Prevalence,1,Global,2,Female,13,40-44 years,554,Motor neuron disease,1,Number,2023,6945.859299927993,10036.058567758511,4449.625847388309
1,All Population,5,Prevalence,1,Global,1,Male,14,45-49 years,554,Motor neuron disease,1,Number,2023,7110.226342217958,10483.587925201477,4479.697044007735
1,All Population,5,Prevalence,1,Global,2,Female,14,45-49 years,554,Motor neuron disease,1,Number,2023,6315.840751474601,9336.56613696242,3810.1363265373534
1,All Population,5,Prevalence,1,Global,1,Male,15,50-54 years,554,Motor neuron disease,1,Number,2023,8237.66077129978,11717.251897048354,5372.15892213137
1,All Population,5,Prevalence,1,Global,2,Female,15,50-54 years,554,Motor neuron disease,1,Number,2023,6860.628869758937,10263.743279792374,4285.6916817230895
1,All Population,5,Prevalence,1,Global,1,Male,16,55-59 years,554,Motor neuron disease,1,Number,2023,9991.56123418744,13237.511531618286,7054.967732696815
1,All Population,5,Prevalence,1,Global,2,Female,16,55-59 years,554,Motor neuron disease,1,Number,2023,8160.848212329902,11216.102204011677,5618.249452139233
1,All Population,5,Prevalence,1,Global,1,Male,17,60-64 years,554,Motor neuron disease,1,Number,2023,12103.271132520304,16425.550852658205,9097.24415696486
1,All Population,5,Prevalence,1,Global,2,Female,17,60-64 years,554,Motor neuron disease,1,Number,2023,9770.659937048587,13700.691768573415,7125.863465851493
1,All Population,5,Prevalence,1,Global,1,Male,18,65-69 years,554,Motor neuron disease,1,Number,2023,13717.541013656166,18298.54618611723,10332.98994291778
1,All Population,5,Prevalence,1,Global,2,Female,18,65-69 years,554,Motor neuron disease,1,Number,2023,11625.27336953444,15675.01568128643,8546.28547795861
1,All Population,5,Prevalence,1,Global,1,Male,19,70-74 years,554,Motor neuron disease,1,Number,2023,13769.711330883105,17948.709710066574,10441.91357324354
1,All Population,5,Prevalence,1,Global,2,Female,19,70-74 years,554,Motor neuron disease,1,Number,2023,11970.18684384226,15866.488045621889,8945.319818376198
1,All Population,5,Prevalence,1,Global,1,Male,20,75-79 years,554,Motor neuron disease,1,Number,2023,10667.550531603274,13730.587737147602,8159.899388048154
1,All Population,5,Prevalence,1,Global,2,Female,20,75-79 years,554,Motor neuron disease,1,Number,2023,9447.999315198273,12250.73942497433,7107.2538658741805
1,All Population,5,Prevalence,1,Global,1,Male,30,80-84 years,554,Motor neuron disease,1,Number,2023,6377.137694102551,8229.730817639644,4707.544508196681
1,All Population,5,Prevalence,1,Global,2,Female,30,80-84 years,554,Motor neuron disease,1,Number,2023,5933.412227460229,7813.023100494733,4354.728673095119
1,All Population,5,Prevalence,1,Global,1,Male,31,85-89 years,554,Motor neuron disease,1,Number,2023,3049.0050952411207,4022.21336222841,2199.0547977568103
1,All Population,5,Prevalence,1,Global,2,Female,31,85-89 years,554,Motor neuron disease,1,Number,2023,3244.791912401565,4252.768968759603,2291.2990695403982
1,All Population,5,Prevalence,1,Global,1,Male,32,90-94 years,554,Motor neuron disease,1,Number,2023,955.0220925773584,1349.6688953757562,657.9560432434818
1,All Population,5,Prevalence,1,Global,2,Female,32,90-94 years,554,Motor neuron disease,1,Number,2023,1256.0569847170236,1780.9363407967153,857.819057487017
1,All Population,5,Prevalence,1,Global,1,Male,34,2-4 years,554,Motor neuron disease,1,Number,2023,2487.645768179022,3379.90827343417,1774.9771167324632
1,All Population,5,Prevalence,1,Global,2,Female,34,2-4 years,554,Motor neuron disease,1,Number,2023,2061.015044497112,2760.5711453594004,1473.6824414971534
1,All Population,5,Prevalence,1,Global,1,Male,235,95+ years,554,Motor neuron disease,1,Number,2023,241.67170725303188,351.76923167924167,142.55914272772208
1,All Population,5,Prevalence,1,Global,2,Female,235,95+ years,554,Motor neuron disease,1,Number,2023,430.3191921564063,644.8937067807944,252.19661859494363
1,All Population,5,Prevalence,1,Global,1,Male,238,12-23 months,554,Motor neuron disease,1,Number,2023,545.774244198795,729.9483429974754,399.5184280525027
1,All Population,5,Prevalence,1,Global,2,Female,238,12-23 months,554,Motor neuron disease,1,Number,2023,461.23982742977313,619.6132351883168,338.6737140978253
1,All Population,5,Prevalence,1,Global,1,Male,388,1-5 months,554,Motor neuron disease,1,Number,2023,75.27217825808681,100.77872612236392,55.69425445574164
1,All Population,5,Prevalence,1,Global,2,Female,388,1-5 months,554,Motor neuron disease,1,Number,2023,66.47404069677474,87.4764796300516,49.5577389440591
1,All Population,5,Prevalence,1,Global,1,Male,389,6-11 months,554,Motor neuron disease,1,Number,2023,174.06952255995515,230.68545909609384,129.23640384948547
1,All Population,5,Prevalence,1,Global,2,Female,389,6-11 months,554,Motor neuron disease,1,Number,2023,152.48260259173932,200.98850843901388,114.49961036566984
1,All Population,5,Prevalence,1,Global,1,Male,2,0-6 days,557,Other neurological disorders,1,Number,2023,0.0244912221985135,0.0372773583879225,0.0136435263102482
1,All Population,5,Prevalence,1,Global,2,Female,2,0-6 days,557,Other neurological disorders,1,Number,2023,0.0179604736036417,0.0278927219031605,0.0099951261071974
1,All Population,5,Prevalence,1,Global,1,Male,3,7-27 days,557,Other neurological disorders,1,Number,2023,0.3428986017878138,0.5159300309717887,0.1963780195665014
1,All Population,5,Prevalence,1,Global,2,Female,3,7-27 days,557,Other neurological disorders,1,Number,2023,0.2518963356408369,0.3897837536411836,0.142584055730221
1,All Population,5,Prevalence,1,Global,1,Male,6,5-9 years,557,Other neurological disorders,1,Number,2023,657.7863267787576,1059.9688891602752,392.053199759906
1,All Population,5,Prevalence,1,Global,2,Female,6,5-9 years,557,Other neurological disorders,1,Number,2023,473.07364206327264,771.2574330326432,279.5144553406377
1,All Population,5,Prevalence,1,Global,1,Male,7,10-14 years,557,Other neurological disorders,1,Number,2023,698.6876404225982,1139.9661021958427,365.6183425226628
1,All Population,5,Prevalence,1,Global,2,Female,7,10-14 years,557,Other neurological disorders,1,Number,2023,507.46391929929456,829.4161795915359,263.0769435699286
1,All Population,5,Prevalence,1,Global,1,Male,8,15-19 years,557,Other neurological disorders,1,Number,2023,632.1975482836374,979.5075996167704,351.1457857331219
1,All Population,5,Prevalence,1,Global,2,Female,8,15-19 years,557,Other neurological disorders,1,Number,2023,472.642475279249,744.8093824565756,260.8524697389066
1,All Population,5,Prevalence,1,Global,1,Male,9,20-24 years,557,Other neurological disorders,1,Number,2023,589.3186120286533,932.0703396044984,317.04986518510674
1,All Population,5,Prevalence,1,Global,2,Female,9,20-24 years,557,Other neurological disorders,1,Number,2023,458.7444976561482,730.4559761676396,247.12812268114828
1,All Population,5,Prevalence,1,Global,1,Male,10,25-29 years,557,Other neurological disorders,1,Number,2023,592.648223879819,918.3779579432454,358.0052708847334
1,All Population,5,Prevalence,1,Global,2,Female,10,25-29 years,557,Other neurological disorders,1,Number,2023,472.0848284765335,736.0329460760832,284.8113512999324
1,All Population,5,Prevalence,1,Global,1,Male,11,30-34 years,557,Other neurological disorders,1,Number,2023,640.4732308900606,1034.0120030059052,376.7485963209432
1,All Population,5,Prevalence,1,Global,2,Female,11,30-34 years,557,Other neurological disorders,1,Number,2023,506.5813965166681,820.5364613908805,299.45509192990846
1,All Population,5,Prevalence,1,Global,1,Male,12,35-39 years,557,Other neurological disorders,1,Number,2023,672.0319459640689,1122.57124365677,386.95623498518063
1,All Population,5,Prevalence,1,Global,2,Female,12,35-39 years,557,Other neurological disorders,1,Number,2023,520.6821916500562,878.2113106142497,297.0886904076741
1,All Population,5,Prevalence,1,Global,1,Male,13,40-44 years,557,Other neurological disorders,1,Number,2023,676.6433153888202,1118.0430189100227,371.30454040007066
1,All Population,5,Prevalence,1,Global,2,Female,13,40-44 years,557,Other neurological disorders,1,Number,2023,516.5167776877357,856.8310667905712,282.032118303708
1,All Population,5,Prevalence,1,Global,1,Male,14,45-49 years,557,Other neurological disorders,1,Number,2023,703.3856530662807,1100.6779395302797,390.4990837597297
1,All Population,5,Prevalence,1,Global,2,Female,14,45-49 years,557,Other neurological disorders,1,Number,2023,536.8842828414699,846.876491230781,297.1551405616692
1,All Population,5,Prevalence,1,Global,1,Male,15,50-54 years,557,Other neurological disorders,1,Number,2023,784.6497968821419,1290.1098894124848,437.078190069522
1,All Population,5,Prevalence,1,Global,2,Female,15,50-54 years,557,Other neurological disorders,1,Number,2023,609.7388936612907,1000.491847013006,335.0448315465862
1,All Population,5,Prevalence,1,Global,1,Male,16,55-59 years,557,Other neurological disorders,1,Number,2023,842.586501460865,1407.9197691588088,503.2806876961915
1,All Population,5,Prevalence,1,Global,2,Female,16,55-59 years,557,Other neurological disorders,1,Number,2023,678.7778946531666,1152.2655157528452,401.84678531166463
1,All Population,5,Prevalence,1,Global,1,Male,17,60-64 years,557,Other neurological disorders,1,Number,2023,822.5683550714006,1350.2255481392071,477.5708667272904
1,All Population,5,Prevalence,1,Global,2,Female,17,60-64 years,557,Other neurological disorders,1,Number,2023,677.94338603638,1131.8658399718072,390.3724584404437
1,All Population,5,Prevalence,1,Global,1,Male,18,65-69 years,557,Other neurological disorders,1,Number,2023,783.0630941476742,1210.2052143757585,473.25687115831977
1,All Population,5,Prevalence,1,Global,2,Female,18,65-69 years,557,Other neurological disorders,1,Number,2023,657.5593186202747,1023.4392433994108,387.0769541738004
1,All Population,5,Prevalence,1,Global,1,Male,19,70-74 years,557,Other neurological disorders,1,Number,2023,666.3480872218512,1093.3976699665595,377.99201952323153
1,All Population,5,Prevalence,1,Global,2,Female,19,70-74 years,557,Other neurological disorders,1,Number,2023,585.405827787243,970.273996666538,324.0254398793781
1,All Population,5,Prevalence,1,Global,1,Male,20,75-79 years,557,Other neurological disorders,1,Number,2023,454.6942201957992,714.4021236819514,274.35977737466027
1,All Population,5,Prevalence,1,Global,2,Female,20,75-79 years,557,Other neurological disorders,1,Number,2023,422.167237518842,665.1190450920061,251.54882340851492
1,All Population,5,Prevalence,1,Global,1,Male,30,80-84 years,557,Other neurological disorders,1,Number,2023,282.87391967344985,458.6810893817542,176.5870843550124
1,All Population,5,Prevalence,1,Global,2,Female,30,80-84 years,557,Other neurological disorders,1,Number,2023,286.599943324242,463.3826640583389,175.39153803328978
1,All Population,5,Prevalence,1,Global,1,Male,31,85-89 years,557,Other neurological disorders,1,Number,2023,134.13254339185886,201.36884101790088,87.70674148706672
1,All Population,5,Prevalence,1,Global,2,Female,31,85-89 years,557,Other neurological disorders,1,Number,2023,147.62780083395674,223.97133834761556,94.92283288162706
1,All Population,5,Prevalence,1,Global,1,Male,32,90-94 years,557,Other neurological disorders,1,Number,2023,46.07149262343562,72.54508298744717,28.714684947082997
1,All Population,5,Prevalence,1,Global,2,Female,32,90-94 years,557,Other neurological disorders,1,Number,2023,59.49590500668637,95.38627957330591,36.21568431369536
1,All Population,5,Prevalence,1,Global,1,Male,34,2-4 years,557,Other neurological disorders,1,Number,2023,284.8974114613609,434.5245466239192,171.67721065984253
1,All Population,5,Prevalence,1,Global,2,Female,34,2-4 years,557,Other neurological disorders,1,Number,2023,206.1591791795671,316.9514173533287,123.00631960764927
1,All Population,5,Prevalence,1,Global,1,Male,235,95+ years,557,Other neurological disorders,1,Number,2023,12.04448209970986,22.291784710188804,5.859982301599624
1,All Population,5,Prevalence,1,Global,2,Female,235,95+ years,557,Other neurological disorders,1,Number,2023,20.689193112184125,38.87820316910561,9.997258983138284
1,All Population,5,Prevalence,1,Global,1,Male,238,12-23 months,557,Other neurological disorders,1,Number,2023,69.74123504266048,109.01101800244405,42.29260840109211
1,All Population,5,Prevalence,1,Global,2,Female,238,12-23 months,557,Other neurological disorders,1,Number,2023,50.936117113081984,80.91152571252587,30.545101239674544
1,All Population,5,Prevalence,1,Global,1,Male,388,1-5 months,557,Other neurological disorders,1,Number,2023,11.632271306382954,16.972292680489918,6.987993974917531
1,All Population,5,Prevalence,1,Global,2,Female,388,1-5 months,557,Other neurological disorders,1,Number,2023,8.529895754816492,12.622868730293046,4.981743639881914
1,All Population,5,Prevalence,1,Global,1,Male,389,6-11 months,557,Other neurological disorders,1,Number,2023,26.16934518328229,39.55301684083703,15.620065863831227
1,All Population,5,Prevalence,1,Global,2,Female,389,6-11 months,557,Other neurological disorders,1,Number,2023,19.153308184229697,29.19144652230707,11.320355313512971
1,All Population,5,Prevalence,1,Global,1,Male,2,0-6 days,558,Mental disorders,1,Number,2023,25456.31945218953,49360.25686317059,12659.094023788362
1,All Population,5,Prevalence,1,Global,2,Female,2,0-6 days,558,Mental disorders,1,Number,2023,12591.799462715346,21401.239892955396,6530.380793302667
1,All Population,5,Prevalence,1,Global,1,Male,3,7-27 days,558,Mental disorders,1,Number,2023,77239.06795646981,147390.20298577624,39357.63909793576
1,All Population,5,Prevalence,1,Global,2,Female,3,7-27 days,558,Mental disorders,1,Number,2023,39041.59063127272,65812.87517333945,21104.49665046469
1,All Population,5,Prevalence,1,Global,1,Male,6,5-9 years,558,Mental disorders,1,Number,2023,40123484.92152222,62968390.59761956,28460824.517264
1,All Population,5,Prevalence,1,Global,2,Female,6,5-9 years,558,Mental disorders,1,Number,2023,29647433.68385249,55340708.73229712,18905725.80170423
1,All Population,5,Prevalence,1,Global,1,Male,7,10-14 years,558,Mental disorders,1,Number,2023,61782384.79084822,85008524.7164225,48178631.04379277
1,All Population,5,Prevalence,1,Global,2,Female,7,10-14 years,558,Mental disorders,1,Number,2023,57529508.25168531,87096241.59861518,39913492.1649749
1,All Population,5,Prevalence,1,Global,1,Male,8,15-19 years,558,Mental disorders,1,Number,2023,56489070.660162576,71760296.54096675,47357518.27122572
1,All Population,5,Prevalence,1,Global,2,Female,8,15-19 years,558,Mental disorders,1,Number,2023,58661616.18519701,78128755.54867893,48154265.0352239
1,All Population,5,Prevalence,1,Global,1,Male,9,20-24 years,558,Mental disorders,1,Number,2023,44783282.32099036,52523405.72345311,38398732.46466456
1,All Population,5,Prevalence,1,Global,2,Female,9,20-24 years,558,Mental disorders,1,Number,2023,51409241.177352,62408787.18985018,43496332.55763088
1,All Population,5,Prevalence,1,Global,1,Male,10,25-29 years,558,Mental disorders,1,Number,2023,43245469.15872658,50402087.968943,37600782.83891502
1,All Population,5,Prevalence,1,Global,2,Female,10,25-29 years,558,Mental disorders,1,Number,2023,50634383.23279209,60052124.60871804,43212239.461573154
1,All Population,5,Prevalence,1,Global,1,Male,11,30-34 years,558,Mental disorders,1,Number,2023,44512930.61396387,52186241.18475279,38731217.840913445
1,All Population,5,Prevalence,1,Global,2,Female,11,30-34 years,558,Mental disorders,1,Number,2023,51523503.02161712,62689624.706735976,43694515.97918166
1,All Population,5,Prevalence,1,Global,1,Male,12,35-39 years,558,Mental disorders,1,Number,2023,43737564.78937489,49428413.72449368,38381381.28611468
1,All Population,5,Prevalence,1,Global,2,Female,12,35-39 years,558,Mental disorders,1,Number,2023,50632540.57794039,58109969.62896046,44060039.21359878
1,All Population,5,Prevalence,1,Global,1,Male,13,40-44 years,558,Mental disorders,1,Number,2023,38749126.847189255,43789056.03637888,34346716.38711578
1,All Population,5,Prevalence,1,Global,2,Female,13,40-44 years,558,Mental disorders,1,Number,2023,45141569.41011837,52264345.35804321,39147909.98997314
1,All Population,5,Prevalence,1,Global,1,Male,14,45-49 years,558,Mental disorders,1,Number,2023,34936025.4715318,39448030.233374245,30857455.005491044
1,All Population,5,Prevalence,1,Global,2,Female,14,45-49 years,558,Mental disorders,1,Number,2023,41065199.71835413,47872827.7105203,35680185.41591818
1,All Population,5,Prevalence,1,Global,1,Male,15,50-54 years,558,Mental disorders,1,Number,2023,32733182.755672097,38425863.21662793,28579286.30224019
1,All Population,5,Prevalence,1,Global,2,Female,15,50-54 years,558,Mental disorders,1,Number,2023,39314832.77251551,47927250.532613024,33422135.522793587
1,All Population,5,Prevalence,1,Global,1,Male,16,55-59 years,558,Mental disorders,1,Number,2023,28794681.143134564,33164215.43424509,25088336.714940816
1,All Population,5,Prevalence,1,Global,2,Female,16,55-59 years,558,Mental disorders,1,Number,2023,35966931.87018415,42322805.21688406,30468805.1966232
1,All Population,5,Prevalence,1,Global,1,Male,17,60-64 years,558,Mental disorders,1,Number,2023,23129616.73118491,26828153.61395199,20067503.66404553
1,All Population,5,Prevalence,1,Global,2,Female,17,60-64 years,558,Mental disorders,1,Number,2023,29798088.88164403,35245713.28580226,25012503.948528085
1,All Population,5,Prevalence,1,Global,1,Male,18,65-69 years,558,Mental disorders,1,Number,2023,18923878.915425558,21750716.3967117,16781119.404914476
1,All Population,5,Prevalence,1,Global,2,Female,18,65-69 years,558,Mental disorders,1,Number,2023,25147971.247930866,29342052.802669734,21813180.29603833
1,All Population,5,Prevalence,1,Global,1,Male,19,70-74 years,558,Mental disorders,1,Number,2023,13951701.19781082,16531473.976876866,12173283.111456431
1,All Population,5,Prevalence,1,Global,2,Female,19,70-74 years,558,Mental disorders,1,Number,2023,19508085.57993817,23803929.27942335,16691419.26419679
1,All Population,5,Prevalence,1,Global,1,Male,20,75-79 years,558,Mental disorders,1,Number,2023,8671812.424151558,10238713.500328172,7543996.094960555
1,All Population,5,Prevalence,1,Global,2,Female,20,75-79 years,558,Mental disorders,1,Number,2023,12831433.351787906,15205474.472367307,10972680.438713368
1,All Population,5,Prevalence,1,Global,1,Male,30,80-84 years,558,Mental disorders,1,Number,2023,5043368.264799746,6116507.378886421,4342467.023283548
1,All Population,5,Prevalence,1,Global,2,Female,30,80-84 years,558,Mental disorders,1,Number,2023,8361321.301574737,10331030.690378768,7105908.046519073
1,All Population,5,Prevalence,1,Global,1,Male,31,85-89 years,558,Mental disorders,1,Number,2023,2500838.4633295853,2997010.029503099,2170229.25295561
1,All Population,5,Prevalence,1,Global,2,Female,31,85-89 years,558,Mental disorders,1,Number,2023,4846228.625095385,5889739.56221661,4143839.8027853374
1,All Population,5,Prevalence,1,Global,1,Male,32,90-94 years,558,Mental disorders,1,Number,2023,876235.6885023456,1047340.9968819844,743250.5367515844
1,All Population,5,Prevalence,1,Global,2,Female,32,90-94 years,558,Mental disorders,1,Number,2023,2016536.642466182,2433975.5161770144,1676307.5898509566
1,All Population,5,Prevalence,1,Global,1,Male,34,2-4 years,558,Mental disorders,1,Number,2023,5966400.816366424,9004066.880962297,3991749.9195961114
1,All Population,5,Prevalence,1,Global,2,Female,34,2-4 years,558,Mental disorders,1,Number,2023,3309068.0180070675,4921507.121974451,2246133.942707568
1,All Population,5,Prevalence,1,Global,1,Male,235,95+ years,558,Mental disorders,1,Number,2023,234994.57125753452,284762.8475446003,199280.86064443705
1,All Population,5,Prevalence,1,Global,2,Female,235,95+ years,558,Mental disorders,1,Number,2023,681371.4003208284,819819.8766471224,574124.7429127585
1,All Population,5,Prevalence,1,Global,1,Male,238,12-23 months,558,Mental disorders,1,Number,2023,1478097.6089077974,2558925.3476432497,833177.1635424166
1,All Population,5,Prevalence,1,Global,2,Female,238,12-23 months,558,Mental disorders,1,Number,2023,797443.5772202278,1252187.018456259,478004.0321737488
1,All Population,5,Prevalence,1,Global,1,Male,388,1-5 months,558,Mental disorders,1,Number,2023,592214.76394158,1094308.3147973726,312446.8304466353
1,All Population,5,Prevalence,1,Global,2,Female,388,1-5 months,558,Mental disorders,1,Number,2023,310756.2808067009,515258.2952102277,178655.26443211947
1,All Population,5,Prevalence,1,Global,1,Male,389,6-11 months,558,Mental disorders,1,Number,2023,711355.3260202651,1269940.032394488,387776.0693562704
1,All Population,5,Prevalence,1,Global,2,Female,389,6-11 months,558,Mental disorders,1,Number,2023,381728.9551361455,610909.6364058971,223774.32946553687
1,All Population,5,Prevalence,1,Global,1,Male,2,0-6 days,559,Schizophrenia,1,Number,2023,0.0,0.0,0.0
1,All Population,5,Prevalence,1,Global,2,Female,2,0-6 days,559,Schizophrenia,1,Number,2023,0.0,0.0,0.0
